province,district,year,month,precip_mm,sunshine_hours_month
Istanbul,Eyüp,2024,1,126.0,160.0
Istanbul,Eyüp,2024,2,30.6,200.0
Istanbul,Eyüp,2024,3,65.8,240.0
Istanbul,Eyüp,2024,4,56.8,296.0
Istanbul,Eyüp,2024,5,62.5,344.0
Istanbul,Eyüp,2024,6,19.3,415.0
Istanbul,Eyüp,2024,7,20.5,423.0
Istanbul,Eyüp,2024,8,11.1,395.0
Istanbul,Eyüp,2024,9,85.4,313.0
Istanbul,Eyüp,2024,10,16.5,274.0
Istanbul,Eyüp,2024,11,73.3,193.0
Istanbul,Eyüp,2024,12,120.4,146.0
Istanbul,Fatih,2015,1,109.7,189.0
Istanbul,Fatih,2015,2,120.9,198.0
Istanbul,Fatih,2015,3,69.7,230.0
Istanbul,Fatih,2015,4,78.3,323.0
Istanbul,Fatih,2015,5,29.4,387.0
Istanbul,Fatih,2015,6,32.5,384.0
Istanbul,Fatih,2015,7,1.1,433.0
Istanbul,Fatih,2015,8,6.0,402.0
Istanbul,Fatih,2015,9,80.6,305.0
Istanbul,Fatih,2015,10,108.9,221.0
Istanbul,Fatih,2015,11,33.0,239.0
Istanbul,Fatih,2015,12,26.3,217.0
Istanbul,Fatih,2016,1,152.3,210.0
Istanbul,Fatih,2016,2,74.4,224.0
Istanbul,Fatih,2016,3,71.6,268.0
Istanbul,Fatih,2016,4,14.3,351.0
Istanbul,Fatih,2016,5,51.4,378.0
Istanbul,Fatih,2016,6,14.3,406.0
Istanbul,Fatih,2016,7,3.6,432.0
Istanbul,Fatih,2016,8,19.7,390.0
Istanbul,Fatih,2016,9,46.7,334.0
Istanbul,Fatih,2016,10,33.9,249.0
Istanbul,Fatih,2016,11,120.1,228.0
Istanbul,Fatih,2016,12,136.0,184.0
Istanbul,Fatih,2017,1,141.4,147.0
Istanbul,Fatih,2017,2,35.3,209.0
Istanbul,Fatih,2017,3,46.7,263.0
Istanbul,Fatih,2017,4,34.6,325.0
Istanbul,Fatih,2017,5,45.0,383.0
Istanbul,Fatih,2017,6,57.8,366.0
Istanbul,Fatih,2017,7,38.5,402.0
Istanbul,Fatih,2017,8,17.2,384.0
Istanbul,Fatih,2017,9,30.6,326.0
Istanbul,Fatih,2017,10,112.3,254.0
Istanbul,Fatih,2017,11,52.3,221.0
Istanbul,Fatih,2017,12,80.7,169.0
Istanbul,Fatih,2018,1,69.9,166.0
Istanbul,Fatih,2018,2,93.7,133.0
Istanbul,Fatih,2018,3,113.4,243.0
Istanbul,Fatih,2018,4,16.3,357.0
Istanbul,Fatih,2018,5,72.1,332.0
Istanbul,Fatih,2018,6,47.0,385.0
Istanbul,Fatih,2018,7,44.4,421.0
Istanbul,Fatih,2018,8,1.2,398.0
Istanbul,Fatih,2018,9,58.8,307.0
Istanbul,Fatih,2018,10,26.4,254.0
Istanbul,Fatih,2018,11,99.1,153.0
Istanbul,Fatih,2018,12,158.9,137.0
Istanbul,Fatih,2019,1,124.2,132.0
Istanbul,Fatih,2019,2,79.7,169.0
Istanbul,Fatih,2019,3,37.8,285.0
Istanbul,Fatih,2019,4,43.4,306.0
Istanbul,Fatih,2019,5,43.7,383.0
Istanbul,Fatih,2019,6,14.5,406.0
Istanbul,Fatih,2019,7,27.6,405.0
Istanbul,Fatih,2019,8,31.7,387.0
Istanbul,Fatih,2019,9,16.4,339.0
Istanbul,Fatih,2019,10,51.8,276.0
Istanbul,Fatih,2019,11,55.9,229.0
Istanbul,Fatih,2019,12,69.5,170.0
Istanbul,Fatih,2020,1,126.5,167.0
Istanbul,Fatih,2020,2,68.7,208.0
Istanbul,Fatih,2020,3,70.9,229.0
Istanbul,Fatih,2020,4,59.7,286.0
Istanbul,Fatih,2020,5,67.1,364.0
Istanbul,Fatih,2020,6,71.5,391.0
Istanbul,Fatih,2020,7,2.1,417.0
Istanbul,Fatih,2020,8,4.2,402.0
Istanbul,Fatih,2020,9,17.6,342.0
Istanbul,Fatih,2020,10,89.2,274.0
Istanbul,Fatih,2020,11,20.8,234.0
Istanbul,Fatih,2020,12,34.3,170.0
Istanbul,Fatih,2021,1,148.7,168.0
Istanbul,Fatih,2021,2,57.6,217.0
Istanbul,Fatih,2021,3,85.3,239.0
Istanbul,Fatih,2021,4,70.1,284.0
Istanbul,Fatih,2021,5,60.0,377.0
Istanbul,Fatih,2021,6,86.3,374.0
Istanbul,Fatih,2021,7,39.5,423.0
Istanbul,Fatih,2021,8,7.0,402.0
Istanbul,Fatih,2021,9,25.9,339.0
Istanbul,Fatih,2021,10,42.3,245.0
Istanbul,Fatih,2021,11,79.6,190.0
Istanbul,Fatih,2021,12,84.0,169.0
Istanbul,Fatih,2022,1,79.3,187.0
Istanbul,Fatih,2022,2,154.1,163.0
Istanbul,Fatih,2022,3,41.7,238.0
Istanbul,Fatih,2022,4,79.1,284.0
Istanbul,Fatih,2022,5,23.1,397.0
Istanbul,Fatih,2022,6,45.0,381.0
Istanbul,Fatih,2022,7,16.4,422.0
Istanbul,Fatih,2022,8,49.5,376.0
Istanbul,Fatih,2022,9,50.2,336.0
Istanbul,Fatih,2022,10,21.6,271.0
Istanbul,Fatih,2022,11,25.6,231.0
Istanbul,Fatih,2022,12,57.5,189.0
Istanbul,Fatih,2023,1,23.2,186.0
Istanbul,Fatih,2023,2,49.0,214.0
Istanbul,Fatih,2023,3,130.5,180.0
Istanbul,Fatih,2023,4,105.1,262.0
Istanbul,Fatih,2023,5,71.6,305.0
Istanbul,Fatih,2023,6,30.8,377.0
Istanbul,Fatih,2023,7,22.4,421.0
Istanbul,Fatih,2023,8,3.6,376.0
Istanbul,Fatih,2023,9,69.5,329.0
Istanbul,Fatih,2023,10,36.9,269.0
Istanbul,Fatih,2023,11,287.5,187.0
Istanbul,Fatih,2023,12,98.5,166.0
Istanbul,Fatih,2024,1,98.7,164.0
Istanbul,Fatih,2024,2,25.5,198.0
Istanbul,Fatih,2024,3,72.1,240.0
Istanbul,Fatih,2024,4,61.7,297.0
Istanbul,Fatih,2024,5,66.7,343.0
Istanbul,Fatih,2024,6,23.0,415.0
Istanbul,Fatih,2024,7,19.7,424.0
Istanbul,Fatih,2024,8,11.7,395.0
Istanbul,Fatih,2024,9,96.7,310.0
Istanbul,Fatih,2024,10,14.4,277.0
Istanbul,Fatih,2024,11,68.7,200.0
Istanbul,Fatih,2024,12,161.8,149.0
Istanbul,Gaziosmanpaşa,2015,1,109.7,190.0
Istanbul,Gaziosmanpaşa,2015,2,120.9,198.0
Istanbul,Gaziosmanpaşa,2015,3,69.7,230.0
Istanbul,Gaziosmanpaşa,2015,4,78.3,323.0
Istanbul,Gaziosmanpaşa,2015,5,29.4,387.0
Istanbul,Gaziosmanpaşa,2015,6,32.5,383.0
Istanbul,Gaziosmanpaşa,2015,7,1.1,433.0
Istanbul,Gaziosmanpaşa,2015,8,6.0,402.0
Istanbul,Gaziosmanpaşa,2015,9,80.6,305.0
Istanbul,Gaziosmanpaşa,2015,10,108.9,221.0
Istanbul,Gaziosmanpaşa,2015,11,33.0,239.0
Istanbul,Gaziosmanpaşa,2015,12,26.3,217.0
Istanbul,Gaziosmanpaşa,2016,1,152.3,211.0
Istanbul,Gaziosmanpaşa,2016,2,74.4,224.0
Istanbul,Gaziosmanpaşa,2016,3,71.6,268.0
Istanbul,Gaziosmanpaşa,2016,4,14.3,352.0
Istanbul,Gaziosmanpaşa,2016,5,51.4,378.0
Istanbul,Gaziosmanpaşa,2016,6,14.3,406.0
Istanbul,Gaziosmanpaşa,2016,7,3.6,432.0
Istanbul,Gaziosmanpaşa,2016,8,19.7,390.0
Istanbul,Gaziosmanpaşa,2016,9,46.7,335.0
Istanbul,Gaziosmanpaşa,2016,10,33.9,249.0
Istanbul,Gaziosmanpaşa,2016,11,120.1,228.0
Istanbul,Gaziosmanpaşa,2016,12,136.0,184.0
Istanbul,Gaziosmanpaşa,2017,1,149.5,145.0
Istanbul,Gaziosmanpaşa,2017,2,34.4,212.0
Istanbul,Gaziosmanpaşa,2017,3,57.4,263.0
Istanbul,Gaziosmanpaşa,2017,4,34.5,326.0
Istanbul,Gaziosmanpaşa,2017,5,50.5,382.0
Istanbul,Gaziosmanpaşa,2017,6,65.6,365.0
Istanbul,Gaziosmanpaşa,2017,7,47.3,399.0
Istanbul,Gaziosmanpaşa,2017,8,19.2,384.0
Istanbul,Gaziosmanpaşa,2017,9,31.3,324.0
Istanbul,Gaziosmanpaşa,2017,10,107.5,254.0
Istanbul,Gaziosmanpaşa,2017,11,51.4,218.0
Istanbul,Gaziosmanpaşa,2017,12,80.4,169.0
Istanbul,Gaziosmanpaşa,2018,1,72.6,162.0
Istanbul,Gaziosmanpaşa,2018,2,98.0,126.0
Istanbul,Gaziosmanpaşa,2018,3,109.6,243.0
Istanbul,Gaziosmanpaşa,2018,4,17.9,356.0
Istanbul,Gaziosmanpaşa,2018,5,90.3,331.0
Istanbul,Gaziosmanpaşa,2018,6,58.0,383.0
Istanbul,Gaziosmanpaşa,2018,7,70.8,421.0
Istanbul,Gaziosmanpaşa,2018,8,3.8,399.0
Istanbul,Gaziosmanpaşa,2018,9,63.5,305.0
Istanbul,Gaziosmanpaşa,2018,10,34.5,252.0
Istanbul,Gaziosmanpaşa,2018,11,111.3,148.0
Istanbul,Gaziosmanpaşa,2018,12,169.7,133.0
Istanbul,Gaziosmanpaşa,2019,1,118.0,136.0
Istanbul,Gaziosmanpaşa,2019,2,86.3,169.0
Istanbul,Gaziosmanpaşa,2019,3,40.6,290.0
Istanbul,Gaziosmanpaşa,2019,4,40.1,310.0
Istanbul,Gaziosmanpaşa,2019,5,71.9,384.0
Istanbul,Gaziosmanpaşa,2019,6,10.2,406.0
Istanbul,Gaziosmanpaşa,2019,7,32.7,403.0
Istanbul,Gaziosmanpaşa,2019,8,29.0,387.0
Istanbul,Gaziosmanpaşa,2019,9,20.4,339.0
Istanbul,Gaziosmanpaşa,2019,10,55.0,269.0
Istanbul,Gaziosmanpaşa,2019,11,55.8,225.0
Istanbul,Gaziosmanpaşa,2019,12,80.7,171.0
Istanbul,Gaziosmanpaşa,2020,1,135.0,166.0
Istanbul,Gaziosmanpaşa,2020,2,71.0,210.0
Istanbul,Gaziosmanpaşa,2020,3,75.6,231.0
Istanbul,Gaziosmanpaşa,2020,4,59.4,284.0
Istanbul,Gaziosmanpaşa,2020,5,74.7,365.0
Istanbul,Gaziosmanpaşa,2020,6,115.8,389.0
Istanbul,Gaziosmanpaşa,2020,7,2.7,413.0
Istanbul,Gaziosmanpaşa,2020,8,5.4,401.0
Istanbul,Gaziosmanpaşa,2020,9,26.6,341.0
Istanbul,Gaziosmanpaşa,2020,10,115.5,271.0
Istanbul,Gaziosmanpaşa,2020,11,30.5,229.0
Istanbul,Gaziosmanpaşa,2020,12,36.0,166.0
Istanbul,Gaziosmanpaşa,2021,1,160.2,169.0
Istanbul,Gaziosmanpaşa,2021,2,60.5,216.0
Istanbul,Gaziosmanpaşa,2021,3,92.4,238.0
Istanbul,Gaziosmanpaşa,2021,4,73.3,280.0
Istanbul,Gaziosmanpaşa,2021,5,53.1,375.0
Istanbul,Gaziosmanpaşa,2021,6,123.7,372.0
Istanbul,Gaziosmanpaşa,2021,7,56.8,420.0
Istanbul,Gaziosmanpaşa,2021,8,13.8,401.0
Istanbul,Gaziosmanpaşa,2021,9,37.0,336.0
Istanbul,Gaziosmanpaşa,2021,10,42.7,239.0
Istanbul,Gaziosmanpaşa,2021,11,74.8,193.0
Istanbul,Gaziosmanpaşa,2021,12,96.8,165.0
Istanbul,Gaziosmanpaşa,2022,1,85.3,181.0
Istanbul,Gaziosmanpaşa,2022,2,162.5,168.0
Istanbul,Gaziosmanpaşa,2022,3,49.2,235.0
Istanbul,Gaziosmanpaşa,2022,4,74.1,285.0
Istanbul,Gaziosmanpaşa,2022,5,23.2,397.0
Istanbul,Gaziosmanpaşa,2022,6,51.5,380.0
Istanbul,Gaziosmanpaşa,2022,7,21.7,423.0
Istanbul,Gaziosmanpaşa,2022,8,54.1,375.0
Istanbul,Gaziosmanpaşa,2022,9,55.0,336.0
Istanbul,Gaziosmanpaşa,2022,10,23.7,271.0
Istanbul,Gaziosmanpaşa,2022,11,25.7,230.0
Istanbul,Gaziosmanpaşa,2022,12,57.6,186.0
Istanbul,Gaziosmanpaşa,2023,1,19.6,179.0
Istanbul,Gaziosmanpaşa,2023,2,51.9,213.0
Istanbul,Gaziosmanpaşa,2023,3,156.1,180.0
Istanbul,Gaziosmanpaşa,2023,4,122.4,261.0
Istanbul,Gaziosmanpaşa,2023,5,73.2,299.0
Istanbul,Gaziosmanpaşa,2023,6,45.4,376.0
Istanbul,Gaziosmanpaşa,2023,7,15.0,422.0
Istanbul,Gaziosmanpaşa,2023,8,5.7,378.0
Istanbul,Gaziosmanpaşa,2023,9,51.9,330.0
Istanbul,Gaziosmanpaşa,2023,10,44.5,270.0
Istanbul,Gaziosmanpaşa,2023,11,250.5,187.0
Istanbul,Gaziosmanpaşa,2023,12,79.9,162.0
Istanbul,Gaziosmanpaşa,2024,1,126.0,160.0
Istanbul,Gaziosmanpaşa,2024,2,30.6,200.0
Istanbul,Gaziosmanpaşa,2024,3,65.8,240.0
Istanbul,Gaziosmanpaşa,2024,4,56.8,296.0
Istanbul,Gaziosmanpaşa,2024,5,62.5,344.0
Istanbul,Gaziosmanpaşa,2024,6,19.3,415.0
Istanbul,Gaziosmanpaşa,2024,7,20.5,423.0
Istanbul,Gaziosmanpaşa,2024,8,11.1,395.0
Istanbul,Gaziosmanpaşa,2024,9,85.4,313.0
Istanbul,Gaziosmanpaşa,2024,10,16.5,274.0
Istanbul,Gaziosmanpaşa,2024,11,73.3,193.0
Istanbul,Gaziosmanpaşa,2024,12,120.4,146.0
Istanbul,Güngören,2015,1,109.7,189.0
Istanbul,Güngören,2015,2,120.9,198.0
Istanbul,Güngören,2015,3,69.7,230.0
Istanbul,Güngören,2015,4,78.3,323.0
Istanbul,Güngören,2015,5,29.4,387.0
Istanbul,Güngören,2015,6,32.5,384.0
Istanbul,Güngören,2015,7,1.1,433.0
Istanbul,Güngören,2015,8,6.0,402.0
Istanbul,Güngören,2015,9,80.6,305.0
Istanbul,Güngören,2015,10,108.9,221.0
Istanbul,Güngören,2015,11,33.0,239.0
Istanbul,Güngören,2015,12,26.3,217.0
Istanbul,Güngören,2016,1,152.3,210.0
Istanbul,Güngören,2016,2,74.4,224.0
Istanbul,Güngören,2016,3,71.6,268.0
Istanbul,Güngören,2016,4,14.3,351.0
Istanbul,Güngören,2016,5,51.4,378.0
Istanbul,Güngören,2016,6,14.3,406.0
Istanbul,Güngören,2016,7,3.6,432.0
Istanbul,Güngören,2016,8,19.7,390.0
Istanbul,Güngören,2016,9,46.7,334.0
Istanbul,Güngören,2016,10,33.9,249.0
Istanbul,Güngören,2016,11,120.1,228.0
Istanbul,Güngören,2016,12,136.0,184.0
Istanbul,Güngören,2017,1,141.4,147.0
Istanbul,Güngören,2017,2,35.3,209.0
Istanbul,Güngören,2017,3,46.7,263.0
Istanbul,Güngören,2017,4,34.6,325.0
Istanbul,Güngören,2017,5,45.0,383.0
Istanbul,Güngören,2017,6,57.8,366.0
Istanbul,Güngören,2017,7,38.5,402.0
Istanbul,Güngören,2017,8,17.2,384.0
Istanbul,Güngören,2017,9,30.6,326.0
Istanbul,Güngören,2017,10,112.3,254.0
Istanbul,Güngören,2017,11,52.3,221.0
Istanbul,Güngören,2017,12,80.7,169.0
Istanbul,Güngören,2018,1,69.9,166.0
Istanbul,Güngören,2018,2,93.7,133.0
Istanbul,Güngören,2018,3,113.4,243.0
Istanbul,Güngören,2018,4,16.3,357.0
Istanbul,Güngören,2018,5,72.1,332.0
Istanbul,Güngören,2018,6,47.0,385.0
Istanbul,Güngören,2018,7,44.4,421.0
Istanbul,Güngören,2018,8,1.2,398.0
Istanbul,Güngören,2018,9,58.8,307.0
Istanbul,Güngören,2018,10,26.4,254.0
Istanbul,Güngören,2018,11,99.1,153.0
Istanbul,Güngören,2018,12,158.9,137.0
Istanbul,Güngören,2019,1,124.2,132.0
Istanbul,Güngören,2019,2,79.7,169.0
Istanbul,Güngören,2019,3,37.8,285.0
Istanbul,Güngören,2019,4,43.4,306.0
Istanbul,Güngören,2019,5,43.7,383.0
Istanbul,Güngören,2019,6,14.5,406.0
Istanbul,Güngören,2019,7,27.6,405.0
Istanbul,Güngören,2019,8,31.7,387.0
Istanbul,Güngören,2019,9,16.4,339.0
Istanbul,Güngören,2019,10,51.8,276.0
Istanbul,Güngören,2019,11,55.9,229.0
Istanbul,Güngören,2019,12,69.5,170.0
Istanbul,Güngören,2020,1,126.5,167.0
Istanbul,Güngören,2020,2,68.7,208.0
Istanbul,Güngören,2020,3,70.9,229.0
Istanbul,Güngören,2020,4,59.7,286.0
Istanbul,Güngören,2020,5,67.1,364.0
Istanbul,Güngören,2020,6,71.5,391.0
Istanbul,Güngören,2020,7,2.1,417.0
Istanbul,Güngören,2020,8,4.2,402.0
Istanbul,Güngören,2020,9,17.6,342.0
Istanbul,Güngören,2020,10,89.2,274.0
Istanbul,Güngören,2020,11,20.8,234.0
Istanbul,Güngören,2020,12,34.3,170.0
Istanbul,Güngören,2021,1,148.7,168.0
Istanbul,Güngören,2021,2,57.6,217.0
Istanbul,Güngören,2021,3,85.3,239.0
Istanbul,Güngören,2021,4,70.1,284.0
Istanbul,Güngören,2021,5,60.0,377.0
Istanbul,Güngören,2021,6,86.3,374.0
Istanbul,Güngören,2021,7,39.5,423.0
Istanbul,Güngören,2021,8,7.0,402.0
Istanbul,Güngören,2021,9,25.9,339.0
Istanbul,Güngören,2021,10,42.3,245.0
Istanbul,Güngören,2021,11,79.6,190.0
Istanbul,Güngören,2021,12,84.0,169.0
Istanbul,Güngören,2022,1,79.3,187.0
Istanbul,Güngören,2022,2,154.1,163.0
Istanbul,Güngören,2022,3,41.7,238.0
Istanbul,Güngören,2022,4,79.1,284.0
Istanbul,Güngören,2022,5,23.1,397.0
Istanbul,Güngören,2022,6,45.0,381.0
Istanbul,Güngören,2022,7,16.4,422.0
Istanbul,Güngören,2022,8,49.5,376.0
Istanbul,Güngören,2022,9,50.2,336.0
Istanbul,Güngören,2022,10,21.6,271.0
Istanbul,Güngören,2022,11,25.6,231.0
Istanbul,Güngören,2022,12,57.5,189.0
Istanbul,Güngören,2023,1,23.2,186.0
Istanbul,Güngören,2023,2,49.0,214.0
Istanbul,Güngören,2023,3,130.5,180.0
Istanbul,Güngören,2023,4,105.1,262.0
Istanbul,Güngören,2023,5,71.6,305.0
Istanbul,Güngören,2023,6,30.8,377.0
Istanbul,Güngören,2023,7,22.4,421.0
Istanbul,Güngören,2023,8,3.6,376.0
Istanbul,Güngören,2023,9,69.5,329.0
Istanbul,Güngören,2023,10,36.9,269.0
Istanbul,Güngören,2023,11,287.5,187.0
Istanbul,Güngören,2023,12,98.5,166.0
Istanbul,Güngören,2024,1,98.7,164.0
Istanbul,Güngören,2024,2,25.5,198.0
Istanbul,Güngören,2024,3,72.1,240.0
Istanbul,Güngören,2024,4,61.7,297.0
Istanbul,Güngören,2024,5,66.7,343.0
Istanbul,Güngören,2024,6,23.0,415.0
Istanbul,Güngören,2024,7,19.7,424.0
Istanbul,Güngören,2024,8,11.7,395.0
Istanbul,Güngören,2024,9,96.7,310.0
Istanbul,Güngören,2024,10,14.4,277.0
Istanbul,Güngören,2024,11,68.7,200.0
Istanbul,Güngören,2024,12,161.8,149.0
Istanbul,Kadıköy,2015,1,109.7,189.0
Istanbul,Kadıköy,2015,2,120.9,198.0
Istanbul,Kadıköy,2015,3,69.7,230.0
Istanbul,Kadıköy,2015,4,78.3,323.0
Istanbul,Kadıköy,2015,5,29.4,387.0
Istanbul,Kadıköy,2015,6,32.5,383.0
Istanbul,Kadıköy,2015,7,1.1,433.0
Istanbul,Kadıköy,2015,8,6.0,401.0
Istanbul,Kadıköy,2015,9,80.6,305.0
Istanbul,Kadıköy,2015,10,108.9,221.0
Istanbul,Kadıköy,2015,11,33.0,239.0
Istanbul,Kadıköy,2015,12,26.3,217.0
Istanbul,Kadıköy,2016,1,152.3,210.0
Istanbul,Kadıköy,2016,2,74.4,224.0
Istanbul,Kadıköy,2016,3,71.6,268.0
Istanbul,Kadıköy,2016,4,14.3,351.0
Istanbul,Kadıköy,2016,5,51.4,378.0
Istanbul,Kadıköy,2016,6,14.3,406.0
Istanbul,Kadıköy,2016,7,3.6,432.0
Istanbul,Kadıköy,2016,8,19.7,390.0
Istanbul,Kadıköy,2016,9,46.7,334.0
Istanbul,Kadıköy,2016,10,33.9,249.0
Istanbul,Kadıköy,2016,11,120.1,228.0
Istanbul,Kadıköy,2016,12,136.0,184.0
Istanbul,Kadıköy,2017,1,135.7,150.0
Istanbul,Kadıköy,2017,2,34.2,210.0
Istanbul,Kadıköy,2017,3,55.2,265.0
Istanbul,Kadıköy,2017,4,36.1,325.0
Istanbul,Kadıköy,2017,5,46.4,378.0
Istanbul,Kadıköy,2017,6,67.6,362.0
Istanbul,Kadıköy,2017,7,47.1,404.0
Istanbul,Kadıköy,2017,8,25.8,383.0
Istanbul,Kadıköy,2017,9,35.1,326.0
Istanbul,Kadıköy,2017,10,108.3,256.0
Istanbul,Kadıköy,2017,11,62.8,224.0
Istanbul,Kadıköy,2017,12,93.6,170.0
Istanbul,Kadıköy,2018,1,80.3,163.0
Istanbul,Kadıköy,2018,2,89.7,130.0
Istanbul,Kadıköy,2018,3,120.2,245.0
Istanbul,Kadıköy,2018,4,20.7,355.0
Istanbul,Kadıköy,2018,5,87.2,326.0
Istanbul,Kadıköy,2018,6,56.3,382.0
Istanbul,Kadıköy,2018,7,49.7,420.0
Istanbul,Kadıköy,2018,8,1.6,398.0
Istanbul,Kadıköy,2018,9,69.2,306.0
Istanbul,Kadıköy,2018,10,26.4,252.0
Istanbul,Kadıköy,2018,11,98.9,156.0
Istanbul,Kadıköy,2018,12,167.0,134.0
Istanbul,Kadıköy,2019,1,121.3,135.0
Istanbul,Kadıköy,2019,2,77.9,167.0
Istanbul,Kadıköy,2019,3,37.2,285.0
Istanbul,Kadıköy,2019,4,47.5,302.0
Istanbul,Kadıköy,2019,5,57.5,384.0
Istanbul,Kadıköy,2019,6,30.6,405.0
Istanbul,Kadıköy,2019,7,36.0,405.0
Istanbul,Kadıköy,2019,8,46.6,385.0
Istanbul,Kadıköy,2019,9,17.0,340.0
Istanbul,Kadıköy,2019,10,50.6,274.0
Istanbul,Kadıköy,2019,11,51.7,228.0
Istanbul,Kadıköy,2019,12,74.5,168.0
Istanbul,Kadıköy,2020,1,121.2,165.0
Istanbul,Kadıköy,2020,2,76.9,203.0
Istanbul,Kadıköy,2020,3,75.5,231.0
Istanbul,Kadıköy,2020,4,59.4,288.0
Istanbul,Kadıköy,2020,5,68.6,365.0
Istanbul,Kadıköy,2020,6,96.5,392.0
Istanbul,Kadıköy,2020,7,2.7,413.0
Istanbul,Kadıköy,2020,8,2.3,402.0
Istanbul,Kadıköy,2020,9,21.4,342.0
Istanbul,Kadıköy,2020,10,99.2,279.0
Istanbul,Kadıköy,2020,11,19.8,236.0
Istanbul,Kadıköy,2020,12,37.0,168.0
Istanbul,Kadıköy,2021,1,149.5,169.0
Istanbul,Kadıköy,2021,2,59.6,217.0
Istanbul,Kadıköy,2021,3,95.5,231.0
Istanbul,Kadıköy,2021,4,68.1,281.0
Istanbul,Kadıköy,2021,5,51.4,380.0
Istanbul,Kadıköy,2021,6,95.9,371.0
Istanbul,Kadıköy,2021,7,73.9,418.0
Istanbul,Kadıköy,2021,8,12.2,401.0
Istanbul,Kadıköy,2021,9,29.9,336.0
Istanbul,Kadıköy,2021,10,38.9,243.0
Istanbul,Kadıköy,2021,11,78.8,194.0
Istanbul,Kadıköy,2021,12,93.2,172.0
Istanbul,Kadıköy,2022,1,81.2,185.0
Istanbul,Kadıköy,2022,2,148.4,165.0
Istanbul,Kadıköy,2022,3,38.1,236.0
Istanbul,Kadıköy,2022,4,64.3,284.0
Istanbul,Kadıköy,2022,5,21.3,397.0
Istanbul,Kadıköy,2022,6,56.8,378.0
Istanbul,Kadıköy,2022,7,29.1,421.0
Istanbul,Kadıköy,2022,8,65.4,375.0
Istanbul,Kadıköy,2022,9,45.9,334.0
Istanbul,Kadıköy,2022,10,28.3,268.0
Istanbul,Kadıköy,2022,11,36.6,232.0
Istanbul,Kadıköy,2022,12,48.2,191.0
Istanbul,Kadıköy,2023,1,23.9,184.0
Istanbul,Kadıköy,2023,2,55.1,216.0
Istanbul,Kadıköy,2023,3,137.1,180.0
Istanbul,Kadıköy,2023,4,101.3,257.0
Istanbul,Kadıköy,2023,5,68.5,299.0
Istanbul,Kadıköy,2023,6,46.1,375.0
Istanbul,Kadıköy,2023,7,25.4,419.0
Istanbul,Kadıköy,2023,8,4.5,376.0
Istanbul,Kadıköy,2023,9,43.9,331.0
Istanbul,Kadıköy,2023,10,43.5,272.0
Istanbul,Kadıköy,2023,11,262.6,188.0
Istanbul,Kadıköy,2023,12,76.8,166.0
Istanbul,Kadıköy,2024,1,112.6,162.0
Istanbul,Kadıköy,2024,2,28.7,198.0
Istanbul,Kadıköy,2024,3,71.0,240.0
Istanbul,Kadıköy,2024,4,67.5,295.0
Istanbul,Kadıköy,2024,5,84.2,342.0
Istanbul,Kadıköy,2024,6,9.6,416.0
Istanbul,Kadıköy,2024,7,36.5,420.0
Istanbul,Kadıköy,2024,8,14.0,396.0
Istanbul,Kadıköy,2024,9,94.0,308.0
Istanbul,Kadıköy,2024,10,10.6,277.0
Istanbul,Kadıköy,2024,11,74.6,198.0
Istanbul,Kadıköy,2024,12,146.6,146.0
Istanbul,Kartal,2015,1,116.7,189.0
Istanbul,Kartal,2015,2,120.5,189.0
Istanbul,Kartal,2015,3,68.2,225.0
Istanbul,Kartal,2015,4,82.2,319.0
Istanbul,Kartal,2015,5,26.0,379.0
Istanbul,Kartal,2015,6,40.9,379.0
Istanbul,Kartal,2015,7,1.9,432.0
Istanbul,Kartal,2015,8,7.9,400.0
Istanbul,Kartal,2015,9,91.5,302.0
Istanbul,Kartal,2015,10,105.6,215.0
Istanbul,Kartal,2015,11,29.3,237.0
Istanbul,Kartal,2015,12,27.0,210.0
Istanbul,Kartal,2016,1,161.3,209.0
Istanbul,Kartal,2016,2,73.5,223.0
Istanbul,Kartal,2016,3,76.1,264.0
Istanbul,Kartal,2016,4,10.8,348.0
Istanbul,Kartal,2016,5,48.6,373.0
Istanbul,Kartal,2016,6,17.0,403.0
Istanbul,Kartal,2016,7,4.3,431.0
Istanbul,Kartal,2016,8,24.6,382.0
Istanbul,Kartal,2016,9,46.0,329.0
Istanbul,Kartal,2016,10,35.4,244.0
Istanbul,Kartal,2016,11,117.1,226.0
Istanbul,Kartal,2016,12,146.8,180.0
Istanbul,Kartal,2017,1,119.8,157.0
Istanbul,Kartal,2017,2,43.2,211.0
Istanbul,Kartal,2017,3,58.3,267.0
Istanbul,Kartal,2017,4,44.5,324.0
Istanbul,Kartal,2017,5,56.6,370.0
Istanbul,Kartal,2017,6,73.7,358.0
Istanbul,Kartal,2017,7,31.7,406.0
Istanbul,Kartal,2017,8,26.3,380.0
Istanbul,Kartal,2017,9,40.0,331.0
Istanbul,Kartal,2017,10,116.3,263.0
Istanbul,Kartal,2017,11,58.2,234.0
Istanbul,Kartal,2017,12,105.4,171.0
Istanbul,Kartal,2018,1,77.4,163.0
Istanbul,Kartal,2018,2,87.9,141.0
Istanbul,Kartal,2018,3,118.9,254.0
Istanbul,Kartal,2018,4,20.6,353.0
Istanbul,Kartal,2018,5,83.4,326.0
Istanbul,Kartal,2018,6,40.1,390.0
Istanbul,Kartal,2018,7,37.8,421.0
Istanbul,Kartal,2018,8,4.6,402.0
